timestamp_ns,frequency,cpu,time_relative_s
904582161418615,648000.0,4,-0.100844564
904582161420161,648000.0,5,-0.100843018
904582161421748,648000.0,6,-0.100841431
904582163336340,2245000.0,4,-0.098926839
904582163337886,2245000.0,5,-0.098925293
904582163339473,2245000.0,6,-0.098923706
904582167614823,357000.0,4,-0.094648356
904582167616410,357000.0,5,-0.094646769
904582167617956,357000.0,6,-0.094645223
904582168310013,2245000.0,4,-0.093953166
904582168312332,2245000.0,5,-0.093950847
904582168314815,2245000.0,6,-0.093948364
904582176294429,357000.0,4,-0.08596875
904582176296667,357000.0,5,-0.085966512
904582176298864,357000.0,6,-0.085964315
904582176977209,2245000.0,4,-0.08528597
904582176979650,2245000.0,5,-0.085283529
904582176981522,2245000.0,6,-0.085281657
904582177562699,2600000.0,4,-0.08470048
904582177564204,2600000.0,5,-0.084698975
904582177565832,2600000.0,6,-0.084697347
904582180520178,357000.0,4,-0.081743001
904582180521724,357000.0,5,-0.081741455
904582180523189,357000.0,6,-0.08173999
904582184217443,2687000.0,7,-0.078045736
904582184961502,2245000.0,4,-0.077301677
904582184963822,2245000.0,5,-0.077299357
904582184966060,2245000.0,6,-0.077297119
904582192228633,357000.0,4,-0.070034546
904582192230871,357000.0,5,-0.070032308
904582192233027,357000.0,6,-0.070030152
904582193720739,2245000.0,4,-0.06854244
904582193722285,2245000.0,5,-0.068540894
904582193723954,2245000.0,6,-0.068539225
904582194890742,2600000.0,4,-0.067372437
904582194892248,2600000.0,5,-0.067370931
904582194893713,2600000.0,6,-0.067369466
904582198516353,357000.0,4,-0.063746826
904582198518265,357000.0,5,-0.063744914
904582198519811,357000.0,6,-0.063743368
904582201679194,2245000.0,4,-0.060583985
904582201680822,2245000.0,5,-0.060582357
904582201682572,2245000.0,6,-0.060580607
904582208274002,357000.0,4,-0.053989177
904582208274043,2802000.0,7,-0.053989136
904582208276769,357000.0,5,-0.05398641
904582208279658,357000.0,6,-0.053983521
904582208524531,820000.0,0,-0.053738648
904582208524531,820000.0,1,-0.053738648
904582208524531,820000.0,2,-0.053738648
904582208524531,820000.0,3,-0.053738648
904582208524531,357000.0,4,-0.053738648
904582208524531,357000.0,5,-0.053738648
904582208524531,357000.0,6,-0.053738648
904582208524531,2802000.0,7,-0.053738648
904582210147619,648000.0,4,-0.05211556
904582210149206,648000.0,5,-0.052113973
904582210150630,648000.0,6,-0.052112549
904582211036006,2600000.0,4,-0.051227173
904582211037512,2600000.0,5,-0.051225667
904582211039098,2600000.0,6,-0.051224081
904582214186559,357000.0,4,-0.04807662
