timestamp_ns,duration_ns,cpu,utid,thread_name,tid,time_relative_s
904582286913285,1750285,5,7073,android.vending,23336,0.024650106
904582288718338,11272,5,7073,android.vending,23336,0.026455159
904582288753169,19531,5,7073,android.vending,23336,0.02648999
904582288813350,9928,4,7073,android.vending,23336,0.026550171
904582288881546,5168,4,7073,android.vending,23336,0.026618367
904582289339107,15055,4,7073,android.vending,23336,0.027075928
904582289542598,7080241,4,7073,android.vending,23336,0.027279419
904582296836665,1323568,6,7073,android.vending,23336,0.034573486
904582298170446,764079,6,7073,android.vending,23336,0.035907267
904582298950516,1729411,7,7073,android.vending,23336,0.036687337
904582300777949,1016195,7,7073,android.vending,23336,0.03851477
904582301794144,140788,7,7074,Signal Catcher,23337,0.039530965
904582301934932,185954,7,7073,android.vending,23336,0.039671753
904582302418778,1747152,7,7073,android.vending,23336,0.040155599
904582304165930,18839,7,7075,perfetto_hprof_,23338,0.041902751
904582304184769,12411,7,7073,android.vending,23336,0.04192159
904582304197180,83496,7,7075,perfetto_hprof_,23338,0.041934001
904582304280676,2257446,7,7073,android.vending,23336,0.042017497
904582306704870,3029297,7,7073,android.vending,23336,0.044441691
904582309840612,302531,7,7073,android.vending,23336,0.047577433
904582310754308,165284,7,7073,android.vending,23336,0.048491129
904582310952184,414633,7,7073,android.vending,23336,0.048689005
904582311385737,358806,7,7073,android.vending,23336,0.049122558
904582312047928,246013,7,7073,android.vending,23336,0.049784749
904582312454789,250651,7,7073,android.vending,23336,0.05019161
904582312734574,24414,7,7073,android.vending,23336,0.050471395
904582312767858,21647,7,7073,android.vending,23336,0.050504679
904582312833573,165527,7,7073,android.vending,23336,0.050570394
904582312974645,55786,4,7076,Jit thread pool,23339,0.050711466
904582313383784,39958,7,7073,android.vending,23336,0.051120605
904582313412064,183838,5,7076,Jit thread pool,23339,0.051148885
904582313436356,77230,7,7073,android.vending,23336,0.051173177
904582313587682,83008,7,7073,android.vending,23336,0.051324503
904582313900386,3740804,7,7073,android.vending,23336,0.051637207
904582317478226,32756,5,7076,Jit thread pool,23339,0.055215047
904582317593257,93262,4,7077,HeapTaskDaemon,23340,0.055330078
904582317623530,103597,5,7078,ReferenceQueueD,23341,0.055360351
904582317672765,54485,7,7073,android.vending,23336,0.055409586
904582317698156,3377,4,7077,HeapTaskDaemon,23340,0.055434977
904582317708125,11068,4,7077,HeapTaskDaemon,23340,0.055444946
904582317709183,134033,6,7079,FinalizerDaemon,23342,0.055446004
904582317728063,62216,4,7077,HeapTaskDaemon,23340,0.055464884
904582317759598,165853,5,7078,ReferenceQueueD,23341,0.055496419
904582317792720,2401,7,7073,android.vending,23336,0.055529541
904582317820104,2014079,7,7073,android.vending,23336,0.055556925
904582317860347,76334,6,7080,FinalizerWatchd,23343,0.055597168
904582317877803,37557,4,7079,FinalizerDaemon,23342,0.055614624
904582318987585,204508,6,7081,binder:23336_1,23344,0.056724406
904582319184973,181966,4,7082,binder:23336_2,23345,0.056921794
904582319892329,80200,7,7073,android.vending,23336,0.05762915
904582320053462,118042,7,7073,android.vending,23336,0.057790283
904582321819087,844727,5,7082,binder:23336_2,23345,0.059555908
904582322533483,11841,4,7081,binder:23336_1,23344,0.060270304
904582322663814,131510,5,7083,binder:23336_3,23346,0.060400635
904582323252233,1328532,7,7073,android.vending,23336,0.060989054
904582323682857,172444,6,7083,binder:23336_3,23346,0.061419678
904582324642695,19288,7,7073,android.vending,23336,0.062379516
904582324708044,80119,7,7073,android.vending,23336,0.062444865
904582324922603,297363,7,7073,android.vending,23336,0.062659424
904582325264359,1224975,7,7073,android.vending,23336,0.06300118
904582326499792,1172648,7,7073,android.vending,23336,0.064236613
904582327704056,90088,7,7073,android.vending,23336,0.065440877
904582327802119,17945,7,7073,android.vending,23336,0.06553894
904582327843542,63354,7,7073,android.vending,23336,0.065580363
904582327924434,9928,7,7073,android.vending,23336,0.065661255
904582327943355,21403,7,7073,android.vending,23336,0.065680176
904582327984330,44026,7,7073,android.vending,23336,0.065721151
904582328035640,45532,7,7073,android.vending,23336,0.065772461
904582328089066,15381,7,7073,android.vending,23336,0.065825887
904582328110917,7568,7,7073,android.vending,23336,0.065847738
904582328124670,38615,7,7073,android.vending,23336,0.065861491
904582328238561,12289592,7,7073,android.vending,23336,0.065975382
904582340538814,926473,7,7073,android.vending,23336,0.078275635
