timestamp_ns,frequency,cpu,time_relative_s
905151208971912,1950000.0,0,-0.067419841
905151208971912,1950000.0,1,-0.067419841
905151208971912,1950000.0,2,-0.067419841
905151208971912,1950000.0,3,-0.067419841
905151208971912,2450000.0,4,-0.067419841
905151208971912,2450000.0,5,-0.067419841
905151208971912,2450000.0,6,-0.067419841
905151208971912,3015000.0,7,-0.067419841
905151459119699,1950000.0,0,0.182727946
905151459119699,1950000.0,1,0.182727946
905151459119699,1950000.0,2,0.182727946
905151459119699,1950000.0,3,0.182727946
905151459119699,2450000.0,4,0.182727946
905151459119699,2450000.0,5,0.182727946
905151459119699,2450000.0,6,0.182727946
905151459119699,3015000.0,7,0.182727946
905151708496937,1950000.0,0,0.432105184
905151708496937,1950000.0,1,0.432105184
905151708496937,1950000.0,2,0.432105184
905151708496937,1950000.0,3,0.432105184
905151708496937,2450000.0,4,0.432105184
905151708496937,2450000.0,5,0.432105184
905151708496937,2450000.0,6,0.432105184
905151708496937,3015000.0,7,0.432105184
905151823211414,1696000.0,0,0.546819661
905151823212554,1696000.0,1,0.546820801
905151823213205,1696000.0,2,0.546821452
905151823213896,1696000.0,3,0.546822143
905151959228016,1696000.0,0,0.682836263
905151959228016,1696000.0,1,0.682836263
905151959228016,1696000.0,2,0.682836263
905151959228016,1696000.0,3,0.682836263
905151959228016,2450000.0,4,0.682836263
905151959228016,2450000.0,5,0.682836263
905151959228016,2450000.0,6,0.682836263
905151959228016,3015000.0,7,0.682836263
