timestamp_ns,current_ma,power_source,time_relative_s
904621415144830,4640000.0,batt.charge_uah,0.013310913
904621415144830,100.0,batt.capacity_pct,0.013310913
904621415144830,-578.125,batt.current_ua,0.013310913
904621415144830,4.418,batt.voltage_uv,0.013310913
904621415144830,2554.0,batt.power_mw,0.013310913
904621521236627,4640000.0,batt.charge_uah,0.11940271
904621521236627,100.0,batt.capacity_pct,0.11940271
904621521236627,-1017.187,batt.current_ua,0.11940271
904621521236627,4.392,batt.voltage_uv,0.11940271
904621521236627,4467.0,batt.power_mw,0.11940271
904621613133234,4640000.0,batt.charge_uah,0.211299317
904621613133234,100.0,batt.capacity_pct,0.211299317
904621613133234,-1017.187,batt.current_ua,0.211299317
904621613133234,4.392,batt.voltage_uv,0.211299317
904621613133234,4467.0,batt.power_mw,0.211299317
904621721477635,4640000.0,batt.charge_uah,0.319643718
904621721477635,100.0,batt.capacity_pct,0.319643718
904621721477635,-1639.843,batt.current_ua,0.319643718
904621721477635,4.383,batt.voltage_uv,0.319643718
904621721477635,7187.0,batt.power_mw,0.319643718
