timestamp_ns,frequency,cpu,time_relative_s
905192429140918,1221000.0,4,-0.079414266
905192429143156,1221000.0,5,-0.079412028
905192429144662,1221000.0,6,-0.079410522
905192436805184,1328000.0,4,-0.07175
905192436806690,1328000.0,5,-0.071748494
905192436808806,1328000.0,6,-0.071746378
905192444866301,1418000.0,4,-0.063688883
905192444868376,1418000.0,5,-0.063686808
905192444870004,1418000.0,6,-0.06368518
905192448310433,910000.0,4,-0.060244751
905192448312468,910000.0,5,-0.060242716
905192448314095,910000.0,6,-0.060241089
905192456646656,1065000.0,4,-0.051908528
905192456649300,1065000.0,5,-0.051905884
905192456652027,1065000.0,6,-0.051903157
905192459210580,820000.0,0,-0.049344604
905192459210580,820000.0,1,-0.049344604
905192459210580,820000.0,2,-0.049344604
905192459210580,820000.0,3,-0.049344604
905192459210580,1065000.0,4,-0.049344604
905192459210580,1065000.0,5,-0.049344604
905192459210580,1065000.0,6,-0.049344604
905192459210580,700000.0,7,-0.049344604
905192465608651,1221000.0,4,-0.042946533
905192465610970,1221000.0,5,-0.042944214
905192465613086,1221000.0,6,-0.042942098
905192478402556,1328000.0,4,-0.030152628
905192478404753,1328000.0,5,-0.030150431
905192478406909,1328000.0,6,-0.030148275
905192480832731,1221000.0,4,-0.027722453
905192480835132,1221000.0,5,-0.027720052
905192480837329,1221000.0,6,-0.027717855
905192484281258,1328000.0,4,-0.024273926
905192484283537,1328000.0,5,-0.024271647
905192484285734,1328000.0,6,-0.02426945
905192492258635,1418000.0,4,-0.016296549
905192492259123,1418000.0,5,-0.016296061
905192492259489,1418000.0,6,-0.016295695
905192496328255,1549000.0,4,-0.012226929
905192496329924,1549000.0,5,-0.01222526
905192496331755,1549000.0,6,-0.012223429
905192503671477,1795000.0,4,-0.004883707
905192503673063,1795000.0,5,-0.004882121
905192503674772,1795000.0,6,-0.004880412
905192509764820,578000.0,4,0.001209636
905192509767098,578000.0,5,0.001211914
905192509769255,578000.0,6,0.001214071
905192512370614,1795000.0,4,0.00381543
905192512372811,1795000.0,5,0.003817627
905192512374927,1795000.0,6,0.003819743
905192514326628,910000.0,4,0.005771444
905192514329151,910000.0,5,0.005773967
905192514331267,910000.0,6,0.005776083
905192515175952,1549000.0,4,0.006620768
905192515176644,1549000.0,5,0.00662146
905192515177051,1549000.0,6,0.006621867
905192515791309,2245000.0,4,0.007236125
905192515793628,2245000.0,5,0.007238444
905192515795744,2245000.0,6,0.00724056
905192517647591,2499000.0,7,0.009092407
905192519907845,1950000.0,0,0.011352661
905192519909392,1950000.0,1,0.011354208
905192519910897,1950000.0,2,0.011355713
905192519912362,1950000.0,3,0.011357178
905192520710865,2600000.0,4,0.012155681
905192520711760,2600000.0,5,0.012156576
905192520712736,2600000.0,6,0.012157552
905192537877857,1221000.0,4,0.029322673
905192537878508,1221000.0,5,0.029323324
905192537879728,1221000.0,6,0.029324544
905192538404875,2600000.0,4,0.029849691
905192538405648,2600000.0,5,0.029850464
905192538406340,2600000.0,6,0.029851156
905192540184457,820000.0,0,0.031629273
905192540185148,820000.0,1,0.031629964
905192540185799,820000.0,2,0.031630615
905192540186410,820000.0,3,0.031631226
905192550445036,1950000.0,0,0.041889852
905192550446786,1950000.0,1,0.041891602
905192550448332,1950000.0,2,0.041893148
905192550449797,1950000.0,3,0.041894613
905192550776823,1418000.0,4,0.042221639
905192550777637,1418000.0,5,0.042222453
905192550778369,1418000.0,6,0.042223185
905192551759855,1549000.0,4,0.043204671
905192551760425,1549000.0,5,0.043205241
905192551760751,1549000.0,6,0.043205567
905192560489632,820000.0,0,0.051934448
905192560490406,820000.0,1,0.051935222
905192560491057,820000.0,2,0.051935873
905192560491830,820000.0,3,0.051936646
905192560693815,2600000.0,4,0.052138631
905192560694466,2600000.0,5,0.052139282
905192560695158,2600000.0,6,0.052139974
905192574448291,1221000.0,4,0.065893107
905192574451180,1221000.0,5,0.065895996
905192574453866,1221000.0,6,0.065898682
905192575007414,2600000.0,4,0.06645223
905192575009042,2600000.0,5,0.066453858
905192575010588,2600000.0,6,0.066455404
905192580873991,1950000.0,0,0.072318807
905192580875578,1950000.0,1,0.072320394
905192580877165,1950000.0,2,0.072321981
905192580878671,1950000.0,3,0.072323487
905192583164559,1065000.0,4,0.074609375
905192583164885,1065000.0,5,0.074609701
905192583165048,1065000.0,6,0.074609864
905192584275806,1795000.0,4,0.075720622
905192584276620,1795000.0,5,0.075721436
905192584277312,1795000.0,6,0.075722128
905192584797290,2245000.0,4,0.076242106
905192584797901,2245000.0,5,0.076242717
905192584798552,2245000.0,6,0.076243368
905192593310230,2600000.0,4,0.084755046
905192593311044,2600000.0,5,0.08475586
905192593311817,2600000.0,6,0.084756633
905192596198658,2687000.0,7,0.087643474
905192600173796,2802000.0,7,0.091618612
905192602565764,1065000.0,4,0.09401058
905192602566537,1065000.0,5,0.094011353
905192602567229,1065000.0,6,0.094012045
905192604185271,2914000.0,7,0.095630087
905192605521086,2600000.0,4,0.096965902
905192605521696,2600000.0,5,0.096966512
905192605522103,2600000.0,6,0.096966919
905192611239266,2970000.0,7,0.102684082
905192611660653,787000.0,4,0.103105469
905192611661630,787000.0,5,0.103106446
905192611662565,787000.0,6,0.103107381
905192612263762,2600000.0,4,0.103708578
905192612264820,2600000.0,5,0.103709636
905192612265715,2600000.0,6,0.103710531
905192619178353,787000.0,4,0.110623169
905192619179289,787000.0,5,0.110624105
905192619180225,787000.0,6,0.110625041
905192620202116,3015000.0,7,0.111646932
905192622168262,1197000.0,0,0.113613078
905192622168994,1197000.0,1,0.11361381
905192622169646,1197000.0,2,0.113614462
905192622170378,1197000.0,3,0.113615194
