timestamp_ns,frequency,cpu,time_relative_s
905110711002410,1950000.0,0,-0.095121216
905110711002410,1950000.0,1,-0.095121216
905110711002410,1950000.0,2,-0.095121216
905110711002410,1950000.0,3,-0.095121216
905110711002410,2600000.0,4,-0.095121216
905110711002410,2600000.0,5,-0.095121216
905110711002410,2600000.0,6,-0.095121216
905110711002410,3105000.0,7,-0.095121216
905110958899016,1950000.0,0,0.15277539
905110958899016,1950000.0,1,0.15277539
905110958899016,1950000.0,2,0.15277539
905110958899016,1950000.0,3,0.15277539
905110958899016,2600000.0,4,0.15277539
905110958899016,2600000.0,5,0.15277539
905110958899016,2600000.0,6,0.15277539
905110958899016,3105000.0,7,0.15277539
905111209578663,1950000.0,0,0.403455037
905111209578663,1950000.0,1,0.403455037
905111209578663,1950000.0,2,0.403455037
905111209578663,1950000.0,3,0.403455037
905111209578663,2600000.0,4,0.403455037
905111209578663,2600000.0,5,0.403455037
905111209578663,2600000.0,6,0.403455037
905111209578663,3105000.0,7,0.403455037
905111458414479,1950000.0,0,0.652290853
905111458414479,1950000.0,1,0.652290853
905111458414479,1950000.0,2,0.652290853
905111458414479,1950000.0,3,0.652290853
905111458414479,2600000.0,4,0.652290853
905111458414479,2600000.0,5,0.652290853
905111458414479,2600000.0,6,0.652290853
905111458414479,3105000.0,7,0.652290853
