timestamp_ns,duration_ns,cpu,utid,thread_name,tid,time_relative_s
905312960451931,31697,4,6925,encent.mobileqq,26444,0.033350383
905312960502916,2083292,5,6925,encent.mobileqq,26444,0.033401368
905312962672268,17090,5,6925,encent.mobileqq,26444,0.03557072
905312962735663,20793,5,6925,encent.mobileqq,26444,0.035634115
905312962806504,4354,5,6925,encent.mobileqq,26444,0.035704956
905312962828640,3174,5,6925,encent.mobileqq,26444,0.035727092
905312962848781,2360,5,6925,encent.mobileqq,26444,0.035747233
905312962866685,2360,5,6925,encent.mobileqq,26444,0.035765137
905312968376369,6836,5,6925,encent.mobileqq,26444,0.041274821
905312968548529,6957682,5,6925,encent.mobileqq,26444,0.041446981
905312975619167,543864,4,6925,encent.mobileqq,26444,0.048517619
905312976181667,1085571,5,6925,encent.mobileqq,26444,0.049080119
905312977327338,58716,5,6925,encent.mobileqq,26444,0.05022579
905312977396796,2887329,5,6925,encent.mobileqq,26444,0.050295248
905312980302964,44108,7,6925,encent.mobileqq,26444,0.053201416
905312980780178,1678548,7,6925,encent.mobileqq,26444,0.05367863
905312982458726,144572,7,6926,Signal Catcher,26445,0.055357178
905312982597317,10945,6,6925,encent.mobileqq,26444,0.055495769
905312982624253,1877686,7,6925,encent.mobileqq,26444,0.055522705
905312984501939,16276,7,6927,perfetto_hprof_,26446,0.057400391
905312984518215,15706,7,6925,encent.mobileqq,26444,0.057416667
905312984533921,87037,7,6927,perfetto_hprof_,26446,0.057432373
905312984620958,2069661,7,6925,encent.mobileqq,26444,0.05751941
905312986792588,2082194,7,6925,encent.mobileqq,26444,0.05969104
905312988963853,2827677,7,6925,encent.mobileqq,26444,0.061862305
905312991765570,61483,4,6928,Jit thread pool,26447,0.064664022
905312991813178,56477,5,6925,encent.mobileqq,26444,0.06471163
905312991844794,137614,4,6928,Jit thread pool,26447,0.064743246
905312991882473,4804158,5,6925,encent.mobileqq,26444,0.064780925
905312996507676,29379,4,6928,Jit thread pool,26447,0.069406128
905312996548244,16846,4,6928,Jit thread pool,26447,0.069446696
905312996643785,68115,7,6929,HeapTaskDaemon,26448,0.069542237
905312996704779,76620,5,6925,encent.mobileqq,26444,0.069603231
905312996732652,128418,6,6929,HeapTaskDaemon,26448,0.069631104
905312996747544,32878,7,6930,ReferenceQueueD,26449,0.069645996
905312996796779,73731,5,6925,encent.mobileqq,26444,0.069695231
905312996827785,22380,4,6930,ReferenceQueueD,26449,0.069726237
905312996837551,75236,7,6931,FinalizerDaemon,26450,0.069736003
905312996858018,174968,4,6930,ReferenceQueueD,26449,0.06975647
905312996883612,3174,5,6925,encent.mobileqq,26444,0.069782064
905312996902370,2828207,5,6925,encent.mobileqq,26444,0.069800822
905312996965562,43823,7,6932,FinalizerWatchd,26451,0.069864014
905312996975368,30477,6,6931,FinalizerDaemon,26450,0.06987382
905312997022813,10661,6,6932,FinalizerWatchd,26451,0.069921265
905312998476345,120239,7,6933,binder:26444_1,26452,0.071374797
905312998593858,185059,4,6934,binder:26444_2,26453,0.07149231
905312999783189,144938,5,6925,encent.mobileqq,26444,0.072681641
905313000179470,146118,5,6925,encent.mobileqq,26444,0.073077922
905313001389472,11474,4,6925,encent.mobileqq,26444,0.074287924
905313001817572,713176,4,6934,binder:26444_2,26453,0.074716024
905313002513210,63639,7,6933,binder:26444_1,26452,0.075411662
905313002576849,60507,7,6935,binder:26444_3,26454,0.075475301
905313002588528,29012,2,6934,binder:26444_2,26453,0.07548698
905313003211005,1418538,7,6925,encent.mobileqq,26444,0.076109457
905313004696071,17416,7,6925,encent.mobileqq,26444,0.077594523
905313004761501,89966,7,6925,encent.mobileqq,26444,0.077659953
905313005055040,308186,7,6925,encent.mobileqq,26444,0.077953492
905313005407782,842896,7,6925,encent.mobileqq,26444,0.078306234
905313006260891,5330,7,6925,encent.mobileqq,26444,0.079159343
905313007416612,48014,7,6925,encent.mobileqq,26444,0.080315064
905313007700995,53467,7,6925,encent.mobileqq,26444,0.080599447
905313007970689,50700,7,6925,encent.mobileqq,26444,0.080869141
905313008220770,54200,7,6925,encent.mobileqq,26444,0.081119222
905313008506456,37028,7,6925,encent.mobileqq,26444,0.081404908
905313008767198,46915,7,6925,encent.mobileqq,26444,0.08166565
905313009116644,44800,7,6925,encent.mobileqq,26444,0.082015096
905313009396633,92082,6,6925,encent.mobileqq,26444,0.082295085
905313009730048,63965,6,6925,encent.mobileqq,26444,0.0826285
905313010041978,51310,6,6925,encent.mobileqq,26444,0.08294043
905313010318711,72958,6,6925,encent.mobileqq,26444,0.083217163
905313011011135,75561,7,6925,encent.mobileqq,26444,0.083909587
905313011303778,46875,7,6925,encent.mobileqq,26444,0.08420223
905313011596991,53019,7,6925,encent.mobileqq,26444,0.084495443
905313011856309,44922,7,6925,encent.mobileqq,26444,0.084754761
905313012115586,70516,7,6925,encent.mobileqq,26444,0.085014038
905313012405544,39063,7,6925,encent.mobileqq,26444,0.085303996
905313012651231,53711,7,6925,encent.mobileqq,26444,0.085549683
905313012911363,38452,7,6925,encent.mobileqq,26444,0.085809815
905313013181749,49275,7,6925,encent.mobileqq,26444,0.086080201
905313013455471,37557,7,6925,encent.mobileqq,26444,0.086353923
905313013699693,47607,7,6925,encent.mobileqq,26444,0.086598145
905313013982164,2173502,7,6925,encent.mobileqq,26444,0.086880616
905313016162950,2277628,7,6925,encent.mobileqq,26444,0.089061402
905313018449408,58594,7,6925,encent.mobileqq,26444,0.09134786
905313018513414,155517,7,6925,encent.mobileqq,26444,0.091411866
905313018675808,38086,7,6925,encent.mobileqq,26444,0.09157426
905313018718939,112956,7,6925,encent.mobileqq,26444,0.091617391
905313018838161,287842,7,6925,encent.mobileqq,26444,0.091736613
905313019131578,125976,7,6925,encent.mobileqq,26444,0.09203003
905313019274196,87810,7,6925,encent.mobileqq,26444,0.092172648
905313019369208,86182,7,6925,encent.mobileqq,26444,0.09226766
905313019462551,136597,7,6925,encent.mobileqq,26444,0.092361003
905313019605617,111776,7,6925,encent.mobileqq,26444,0.092504069
905313019724351,7568,7,6925,encent.mobileqq,26444,0.092622803
905313019738389,20793,7,6925,encent.mobileqq,26444,0.092636841
905313019765611,70394,7,6925,encent.mobileqq,26444,0.092664063
905313019845038,97290,7,6925,encent.mobileqq,26444,0.09274349
905313019949856,121826,7,6925,encent.mobileqq,26444,0.092848308
905313020079454,120768,7,6925,encent.mobileqq,26444,0.092977906
905313020207221,112304,7,6925,encent.mobileqq,26444,0.093105673
905313020326483,106975,7,6925,encent.mobileqq,26444,0.093224935
905313020439927,112468,7,6925,encent.mobileqq,26444,0.093338379
905313020557644,113851,7,6925,encent.mobileqq,26444,0.093456096
905313020677395,127685,7,6925,encent.mobileqq,26444,0.093575847
905313020811631,113282,7,6925,encent.mobileqq,26444,0.093710083
905313020931138,62541,7,6925,encent.mobileqq,26444,0.09382959
905313021000149,90210,7,6925,encent.mobileqq,26444,0.093898601
905313021097113,132853,7,6925,encent.mobileqq,26444,0.093995565
905313021237901,62785,7,6925,encent.mobileqq,26444,0.094136353
905313021308010,137248,7,6925,encent.mobileqq,26444,0.094206462
905313021451565,528849,7,6925,encent.mobileqq,26444,0.094350017
905313021990505,127441,7,6925,encent.mobileqq,26444,0.094888957
905313022126776,39022,7,6925,encent.mobileqq,26444,0.095025228
905313022175442,157430,7,6925,encent.mobileqq,26444,0.095073894
905313022341823,124675,7,6925,encent.mobileqq,26444,0.095240275
905313022473497,52653,7,6925,encent.mobileqq,26444,0.095371949
905313022531358,11556,7,6925,encent.mobileqq,26444,0.09542981
905313022551296,281494,7,6925,encent.mobileqq,26444,0.095449748
905313022854641,72794,7,6925,encent.mobileqq,26444,0.095753093
905313022934271,113363,7,6925,encent.mobileqq,26444,0.095832723
905313023054144,118612,7,6925,encent.mobileqq,26444,0.095952596
905313023179470,10417,7,6925,encent.mobileqq,26444,0.096077922
905313023196682,90902,7,6925,encent.mobileqq,26444,0.096095134
905313023306952,98836,7,6925,encent.mobileqq,26444,0.096205404
905313023414252,116089,7,6925,encent.mobileqq,26444,0.096312704
905313023538153,9766,7,6925,encent.mobileqq,26444,0.096436605
905313023554836,248006,7,6925,encent.mobileqq,26444,0.096453288
905313023830715,85409,7,6925,encent.mobileqq,26444,0.096729167
905313023923733,140909,7,6925,encent.mobileqq,26444,0.096822185
905313024072007,99854,7,6925,encent.mobileqq,26444,0.096970459
905313024180324,92041,7,6925,encent.mobileqq,26444,0.097078776
905313024281195,50212,7,6925,encent.mobileqq,26444,0.097179647
905313024338405,20956,7,6925,encent.mobileqq,26444,0.097236857
905313024366889,73893,7,6925,encent.mobileqq,26444,0.097265341
905313024447821,50659,7,6925,encent.mobileqq,26444,0.097346273
905313024505235,34749,7,6925,encent.mobileqq,26444,0.097403687
905313024546291,161703,7,6925,encent.mobileqq,26444,0.097444743
905313024715643,216675,7,6925,encent.mobileqq,26444,0.097614095
905313024940375,224040,7,6925,encent.mobileqq,26444,0.097838827
905313025174262,233968,7,6925,encent.mobileqq,26444,0.098072714
905313025417426,93383,7,6925,encent.mobileqq,26444,0.098315878
905313025522528,215088,7,6925,encent.mobileqq,26444,0.09842098
905313025745266,230672,7,6925,encent.mobileqq,26444,0.098643718
905313025984971,86752,7,6925,encent.mobileqq,26444,0.098883423
905313026079657,10702,7,6925,encent.mobileqq,26444,0.098978109
905313026097113,38045,7,6925,encent.mobileqq,26444,0.098995565
905313026142564,36255,7,6925,encent.mobileqq,26444,0.099041016
905313026189724,72998,7,6925,encent.mobileqq,26444,0.099088176
905313026271714,145712,7,6925,encent.mobileqq,26444,0.099170166
905313026424831,28850,7,6925,encent.mobileqq,26444,0.099323283
905313026462022,217896,7,6925,encent.mobileqq,26444,0.099360474
905313026688666,239949,7,6925,encent.mobileqq,26444,0.099587118
905313026938056,133056,7,6925,encent.mobileqq,26444,0.099836508
905313027079210,190836,7,6925,encent.mobileqq,26444,0.099977662
905313027278550,171916,7,6925,encent.mobileqq,26444,0.100177002
905313027459174,240560,7,6925,encent.mobileqq,26444,0.100357626
905313027707709,139689,7,6925,encent.mobileqq,26444,0.100606161
905313027855495,43701,7,6925,encent.mobileqq,26444,0.100753947
905313027907212,172282,7,6925,encent.mobileqq,26444,0.100805664
905313028087144,196411,7,6925,encent.mobileqq,26444,0.100985596
905313028291815,107951,7,6925,encent.mobileqq,26444,0.101190267
905313028408718,87199,7,6925,encent.mobileqq,26444,0.10130717
905313028503282,31982,7,6925,encent.mobileqq,26444,0.101401734
905313028543484,41585,7,6925,encent.mobileqq,26444,0.101441936
905313028594021,49967,7,6925,encent.mobileqq,26444,0.101492473
905313028650987,54118,7,6925,encent.mobileqq,26444,0.101549439
905313028713975,50497,7,6925,encent.mobileqq,26444,0.101612427
905313028774522,127848,7,6925,encent.mobileqq,26444,0.101672974
905313028911322,109538,7,6925,encent.mobileqq,26444,0.101809774
905313029028876,201823,7,6925,encent.mobileqq,26444,0.101927328
905313029239529,182942,7,6925,encent.mobileqq,26444,0.102137981
905313029431423,236898,7,6925,encent.mobileqq,26444,0.102329875
905313029675035,168945,7,6925,encent.mobileqq,26444,0.102573487
905313029852118,185303,7,6925,encent.mobileqq,26444,0.10275057
905313030046454,159465,7,6925,encent.mobileqq,26444,0.102944906
905313030215318,79061,7,6925,encent.mobileqq,26444,0.10311377
905313030314113,143026,7,6925,encent.mobileqq,26444,0.103212565
905313030489122,261067,7,6925,encent.mobileqq,26444,0.103387574
905313030758694,173624,7,6925,encent.mobileqq,26444,0.103657146
905313030939683,230184,7,6925,encent.mobileqq,26444,0.103838135
905313031196112,288371,7,6925,encent.mobileqq,26444,0.104094564
905313031494411,271892,7,6925,encent.mobileqq,26444,0.104392863
905313031775173,188843,7,6925,encent.mobileqq,26444,0.104673625
905313031989366,246338,7,6925,encent.mobileqq,26444,0.104887818
905313032244981,234375,7,6925,encent.mobileqq,26444,0.105143433
905313032488755,30559,7,6925,encent.mobileqq,26444,0.105387207
905313032529974,138347,7,6925,encent.mobileqq,26444,0.105428426
905313032677761,337280,7,6925,encent.mobileqq,26444,0.105576213
905313033025173,117717,7,6925,encent.mobileqq,26444,0.105923625
905313033151841,137370,7,6925,encent.mobileqq,26444,0.106050293
905313033296861,68522,7,6925,encent.mobileqq,26444,0.106195313
905313033372870,169556,7,6925,encent.mobileqq,26444,0.106271322
905313033550360,211792,7,6925,encent.mobileqq,26444,0.106448812
905313033771511,126424,7,6925,encent.mobileqq,26444,0.106669963
905313033944891,121338,7,6925,encent.mobileqq,26444,0.106843343
905313034073676,283691,7,6925,encent.mobileqq,26444,0.106972128
905313034366807,261109,7,6925,encent.mobileqq,26444,0.107265259
905313034681708,258138,7,6925,encent.mobileqq,26444,0.10758016
905313034949571,136352,7,6925,encent.mobileqq,26444,0.107848023
905313035095079,139933,7,6925,encent.mobileqq,26444,0.107993531
