timestamp_ns,frequency,cpu,time_relative_s
904987208679392,1950000.0,0,-0.134969808
904987208679392,1950000.0,1,-0.134969808
904987208679392,1950000.0,2,-0.134969808
904987208679392,1950000.0,3,-0.134969808
904987208679392,2600000.0,4,-0.134969808
904987208679392,2600000.0,5,-0.134969808
904987208679392,2600000.0,6,-0.134969808
904987208679392,3105000.0,7,-0.134969808
904987459003448,1950000.0,0,0.115354248
904987459003448,1950000.0,1,0.115354248
904987459003448,1950000.0,2,0.115354248
904987459003448,1950000.0,3,0.115354248
904987459003448,2600000.0,4,0.115354248
904987459003448,2600000.0,5,0.115354248
904987459003448,2600000.0,6,0.115354248
904987459003448,3105000.0,7,0.115354248
904987708948069,1950000.0,0,0.365298869
904987708948069,1950000.0,1,0.365298869
904987708948069,1950000.0,2,0.365298869
904987708948069,1950000.0,3,0.365298869
904987708948069,2600000.0,4,0.365298869
904987708948069,2600000.0,5,0.365298869
904987708948069,2600000.0,6,0.365298869
904987708948069,3105000.0,7,0.365298869
904987959208852,1950000.0,0,0.615559652
904987959208852,1950000.0,1,0.615559652
904987959208852,1950000.0,2,0.615559652
904987959208852,1950000.0,3,0.615559652
904987959208852,2600000.0,4,0.615559652
904987959208852,2600000.0,5,0.615559652
904987959208852,2600000.0,6,0.615559652
904987959208852,3105000.0,7,0.615559652
