timestamp_ns,frequency,time_relative_s
905028696678639,900000.0,0.00629187
905028696696462,850000.0,0.006309693
905028698375173,0.0,0.007988404
905028698375579,0.0,0.00798881
905028708452158,900000.0,0.018065389
905028708472178,850000.0,0.018085409
905028710604461,0.0,0.020217692
905028710605438,0.0,0.020218669
905028724287404,900000.0,0.033900635
905028724317026,850000.0,0.033930257
905028725586029,0.0,0.03519926
905028725586720,0.0,0.035199951
905028737508107,900000.0,0.047121338
905028737537526,850000.0,0.047150757
905028739830413,0.0,0.049443644
905028739831105,0.0,0.049444336
905028753701019,900000.0,0.06331425
905028753727590,850000.0,0.063340821
905028755642791,0.0,0.065256022
905028755643483,0.0,0.065256714
905028770502655,900000.0,0.080115886
905028770547780,850000.0,0.080161011
905028772485483,0.0,0.082098714
905028772486216,0.0,0.082099447
905028787690236,900000.0,0.097303467
905028787711395,850000.0,0.097324626
905028789635467,0.0,0.099248698
905028789636240,0.0,0.099249471
905028803489430,900000.0,0.113102661
905028803509572,850000.0,0.113122803
905028805293874,0.0,0.114907105
905028805294566,0.0,0.114907797
905028808660654,900000.0,0.118273885
905028808672292,850000.0,0.118285523
905028810460947,0.0,0.120074178
905028810461598,0.0,0.120074829
905028820586843,900000.0,0.130200074
905028820615570,850000.0,0.130228801
905028822411916,0.0,0.132025147
905028822413381,0.0,0.132026612
905028837199391,900000.0,0.146812622
905028837245493,850000.0,0.146858724
905028838982350,0.0,0.148595581
905028838983042,0.0,0.148596273
905028907790903,900000.0,0.217404134
905028907798024,850000.0,0.217411255
905028909617645,0.0,0.219230876
905028909618011,0.0,0.219231242
905029007102224,900000.0,0.316715455
905029007132253,850000.0,0.316745484
905029009873464,0.0,0.319486695
905029009874562,0.0,0.319487793
905029089266327,900000.0,0.398879558
905029089285939,850000.0,0.39889917
905029089486257,0.0,0.399099488
905029089486460,0.0,0.399099691
905029100453176,900000.0,0.410066407
905029100462656,850000.0,0.410075887
905029103358897,0.0,0.412972128
905029103359304,0.0,0.412972535
905029108381765,900000.0,0.417994996
905029108398122,850000.0,0.418011353
905029110213145,0.0,0.419826376
905029110213592,0.0,0.419826823
905029217740895,900000.0,0.527354126
905029217759084,850000.0,0.527372315
905029219423472,0.0,0.529036703
905029219423716,0.0,0.529036947
905029221062714,900000.0,0.530675945
905029221071462,850000.0,0.530684693
905029223634287,0.0,0.533247518
905029223635183,0.0,0.533248414
905029239881846,900000.0,0.549495077
905029239894216,850000.0,0.549507447
905029241165537,0.0,0.550778768
905029241166026,0.0,0.550779257
905029242712779,900000.0,0.55232601
905029242726410,850000.0,0.552339641
905029244791880,0.0,0.554405111
905029244792165,0.0,0.554405396
905029254103729,900000.0,0.56371696
905029254119069,850000.0,0.5637323
905029255899668,0.0,0.565512899
905029255900197,0.0,0.565513428
905029270356293,900000.0,0.579969524
905029270366180,850000.0,0.579979411
905029272111745,0.0,0.581724976
905029272112355,0.0,0.581725586
905029287205292,900000.0,0.596818523
905029287216929,850000.0,0.59683016
905029288946584,0.0,0.598559815
905029288947154,0.0,0.598560385
905029304089528,900000.0,0.613702759
905029304110443,850000.0,0.613723674
905029305856700,0.0,0.615469931
905029305857269,0.0,0.6154705
905029320568410,900000.0,0.630181641
905029320585785,850000.0,0.630199016
905029323732269,0.0,0.6333455
905029323733042,0.0,0.633346273
905029330442393,900000.0,0.640055624
905029330467539,850000.0,0.64008077
905029332716888,0.0,0.642330119
905029332717946,0.0,0.642331177
905029335944346,900000.0,0.645557577
905029335955902,850000.0,0.645569133
905029340048960,0.0,0.649662191
905029340050059,0.0,0.64966329
905029353935638,900000.0,0.663548869
905029353945282,850000.0,0.663558513
905029356288625,0.0,0.665901856
905029356289317,0.0,0.665902548
905029369428477,900000.0,0.679041708
905029369447805,850000.0,0.679061036
905029372698008,0.0,0.682311239
905029372699148,0.0,0.682312379
905029387048716,900000.0,0.696661947
905029387068044,850000.0,0.696681275
905029389257212,0.0,0.698870443
905029389257579,0.0,0.69887081
905029392570201,900000.0,0.702183432
905029392584361,850000.0,0.702197592
905029394514089,0.0,0.70412732
905029394514659,0.0,0.70412789
905029403659922,900000.0,0.713273153
905029403681529,850000.0,0.71329476
905029405618744,0.0,0.715231975
905029405619110,0.0,0.715232341
905029407886485,900000.0,0.717499716
905029407903208,850000.0,0.717516439
905029409803965,0.0,0.719417196
905029409804291,0.0,0.719417522
905029421168060,900000.0,0.730781291
905029421182465,850000.0,0.730795696
905029424981740,0.0,0.734594971
905029424982351,0.0,0.734595582
905029437533213,900000.0,0.747146444
905029437539927,850000.0,0.747153158
905029439519012,0.0,0.749132243
905029439519460,0.0,0.749132691
905029454048879,900000.0,0.76366211
905029454064707,850000.0,0.763677938
905029455959157,0.0,0.765572388
905029455959524,0.0,0.765572755
905029456722992,900000.0,0.766336223
905029456737600,850000.0,0.766350831
905029458514496,0.0,0.768127727
905029458515025,0.0,0.768128256
905029471134979,900000.0,0.78074821
905029471138194,850000.0,0.780751425
905029474491994,0.0,0.784105225
905029474492808,0.0,0.784106039
905029488268565,900000.0,0.797881796
905029488286835,850000.0,0.797900066
905029490956879,0.0,0.80057011
905029490957367,0.0,0.800570598
905029503873627,900000.0,0.813486858
905029503905772,850000.0,0.813519003
905029506442841,0.0,0.816056072
905029506443370,0.0,0.816056601
905029521272024,900000.0,0.830885255
905029521290619,850000.0,0.83090385
905029523548431,0.0,0.833161662
905029523549164,0.0,0.833162395
905029523577769,900000.0,0.833191
905029523593150,850000.0,0.833206381
905029525597585,0.0,0.835210816
905029525598236,0.0,0.835211467
