timestamp_ns,frequency,time_relative_s
904660968779290,900000.0,0.005400065
904660968791619,723000.0,0.005412394
904660970460931,0.0,0.007081706
904660970461256,0.0,0.007082031
904660981965895,900000.0,0.01858667
904660981995883,723000.0,0.018616658
904660986247999,0.0,0.022868774
904660986249139,0.0,0.022869914
904661001596062,900000.0,0.038216837
904661001634840,723000.0,0.038255615
904661002918816,0.0,0.039539591
904661002919589,0.0,0.039540364
904661014141350,900000.0,0.050762125
904661014168084,723000.0,0.050788859
904661016316359,0.0,0.052937134
904661016316888,0.0,0.052937663
904661030772373,900000.0,0.067393148
904661030801710,723000.0,0.067422485
904661032788974,0.0,0.069409749
904661032789788,0.0,0.069410563
904661047451043,900000.0,0.084071818
904661047478265,723000.0,0.08409904
904661049404941,0.0,0.086025716
904661049405755,0.0,0.08602653
904661063925896,900000.0,0.100546671
904661063962233,723000.0,0.100583008
904661065842156,0.0,0.102462931
904661065842441,0.0,0.102463216
904661080196038,900000.0,0.116816813
904661080228794,723000.0,0.116849569
904661081929436,0.0,0.118550211
904661081930087,0.0,0.118550862
904661084390333,900000.0,0.121011108
904661084410597,723000.0,0.121031372
904661086145786,0.0,0.122766561
904661086146315,0.0,0.12276709
904661096861362,900000.0,0.133482137
904661096865797,723000.0,0.133486572
904661098627150,0.0,0.135247925
904661098627516,0.0,0.135248291
904661113530470,900000.0,0.150151245
904661113545932,723000.0,0.150166707
904661115303012,0.0,0.151923787
904661115303541,0.0,0.151924316
904661125908725,900000.0,0.1625295
904661125928623,723000.0,0.162549398
904661126100376,0.0,0.162721151
904661126100701,0.0,0.162721476
904661130035149,900000.0,0.166655924
904661130053094,723000.0,0.166673869
904661132680006,0.0,0.169300781
904661132681349,0.0,0.169302124
904661184628981,900000.0,0.221249756
904661184636793,723000.0,0.221257568
904661186514804,0.0,0.223135579
904661186515252,0.0,0.223136027
904661202556023,900000.0,0.239176798
904661202568190,723000.0,0.239188965
904661204227085,0.0,0.24084786
904661204227654,0.0,0.240848429
904661283331821,900000.0,0.319952596
904661283351556,723000.0,0.319972331
904661286419508,0.0,0.323040283
904661286420485,0.0,0.32304126
904661292643833,900000.0,0.329264608
904661292658237,723000.0,0.329279012
904661295009271,0.0,0.331630046
904661295009881,0.0,0.331630656
904661296284010,900000.0,0.332904785
904661296293979,723000.0,0.332914754
904661297588982,0.0,0.334209757
904661297590081,0.0,0.334210856
904661297798130,900000.0,0.334418905
904661297799635,723000.0,0.33442041
904661300660068,0.0,0.337280843
904661300660841,0.0,0.337281616
904661301283400,900000.0,0.337904175
904661301291497,723000.0,0.337912272
904661303308831,0.0,0.339929606
904661303309645,0.0,0.33993042
904661313876702,900000.0,0.350497477
904661313898187,723000.0,0.350518962
904661316192457,0.0,0.352813232
904661316193271,0.0,0.352814046
904661330684848,900000.0,0.367305623
904661330707147,723000.0,0.367327922
904661332772780,0.0,0.369393555
904661332773431,0.0,0.369394206
904661346871779,900000.0,0.383492554
904661346893060,723000.0,0.383513835
904661349066440,0.0,0.385687215
904661349066888,0.0,0.385687663
904661363380486,900000.0,0.400001261
904661363400302,723000.0,0.400021077
904661365780633,0.0,0.402401408
904661365781162,0.0,0.402401937
904661380289788,900000.0,0.416910563
904661380303867,723000.0,0.416924642
904661382397495,0.0,0.41901827
904661382398146,0.0,0.419018921
904661384979933,900000.0,0.421600708
904661384994785,723000.0,0.42161556
904661386766269,0.0,0.423387044
904661386766880,0.0,0.423387655
