timestamp_ns,frequency,cpu,time_relative_s
904782208637585,1696000.0,0,0.060819987
904782208637585,1696000.0,1,0.060819987
904782208637585,1696000.0,2,0.060819987
904782208637585,1696000.0,3,0.060819987
904782208637585,2130000.0,4,0.060819987
904782208637585,2130000.0,5,0.060819987
904782208637585,2130000.0,6,0.060819987
904782208637585,2687000.0,7,0.060819987
904782458858695,1696000.0,0,0.311041097
904782458858695,1696000.0,1,0.311041097
904782458858695,1696000.0,2,0.311041097
904782458858695,1696000.0,3,0.311041097
904782458858695,2130000.0,4,0.311041097
904782458858695,2130000.0,5,0.311041097
904782458858695,2130000.0,6,0.311041097
904782458858695,2687000.0,7,0.311041097
